Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
477,Ningde-3,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,2010-01-08,2015-06-10,,1018,2015-08-23T03:28:29+03:00,WNA/IAEA,923
478,Ningde-4,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,2010-09-29,2016-07-21,,1018,2016-10-03T22:05:23+03:00,WNA/IAEA,924
479,Ningde-5,27.046000,120.287000,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
480,Ningde-6,27.046000,120.287000,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
481,Nizhny Novgorod-1,55.786863,42.372150,Russia,RU,Planned,PWR,,,,,,2021-06-07,WNA,
482,Nizhny Novgorod-2,55.787102,42.372150,Russia,RU,Planned,PWR,,,,,,2021-06-07,WNA,
483,Nogent-1,48.517000,3.520000,France,FR,Operational,PWR,P4 REP 1300,1981-05-26,1988-02-24,,1310,2015-05-24T04:51:03+03:00,WNA/IAEA,215
484,Nogent-2,48.517000,3.520000,France,FR,Operational,PWR,P4 REP 1300,1982-01-01,1989-05-01,,1310,2015-05-24T04:51:03+03:00,WNA/IAEA,216
485,North Anna-1,38.061000,-77.792000,United States,US,Operational,PWR,WH 3LP (DRYSUB),1971-02-19,1978-06-06,,907,2017-02-10T23:58:49+02:00,WNA/IAEA,672
486,North Anna-2,38.061000,-77.792000,United States,US,Operational,PWR,WH 3LP (DRYSUB),1971-02-19,1980-12-14,,907,2017-02-10T23:58:50+02:00,WNA/IAEA,673
487,Novovoronezh 2-1,51.273000,39.197000,Russia,RU,Operational,PWR,VVER V-392M,2008-06-24,2017-02-27,,1114,2019-11-22,WNA/IAEA,898
488,Novovoronezh 2-2,51.273000,39.197000,Russia,RU,Operational,PWR,VVER V-392M,2009-07-12,2019-10-31,,1114,2020-04-18T04:46:52+03:00,WNA/IAEA,899
489,Novovoronezh-1,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-210,1957-07-01,1964-12-31,1988-02-16,197,2018-07-01T01:21:51+03:00,WNA/IAEA,499
490,Novovoronezh-2,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-365,1964-06-01,1970-04-14,1990-08-29,336,2018-07-01T01:21:53+03:00,WNA/IAEA,513
491,Novovoronezh-3,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-179,1967-07-01,1972-06-29,2016-12-25,385,2017-02-10T23:57:16+02:00,WNA/IAEA,519
492,Novovoronezh-4,51.275000,39.206000,Russia,RU,Operational,PWR,VVER V-179,1967-07-01,1973-03-24,,385,2015-05-24T04:51:32+03:00,WNA/IAEA,448
493,Novovoronezh-5,52.381000,39.211000,Russia,RU,Operational,PWR,VVER V-187,1974-03-01,1981-02-20,,950,2015-05-24T04:51:34+03:00,WNA/IAEA,483
494,Obrigheim,49.365000,9.077000,Germany,DE,Shutdown,PWR,,1965-03-15,1969-03-31,2005-05-11,283,2015-05-24T04:50:46+03:00,WNA/IAEA,121
495,Oconee-1,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),1967-11-06,1973-07-15,,887,2017-02-10T23:58:05+02:00,WNA/IAEA,624
496,Oconee-2,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),1967-11-06,1974-09-09,,887,2017-02-10T23:58:08+02:00,WNA/IAEA,625
497,Oconee-3,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),1967-11-06,1974-12-16,,887,2017-02-10T23:58:18+02:00,WNA/IAEA,636
498,Ohi-1,35.544000,135.652000,Japan,JP,Shutdown,PWR,WH 4LP,1972-10-26,1979-03-27,2018-03-01,1120,2019-06-02T20:19:15+03:00,WNA/IAEA,339
499,Ohi-2,35.544000,135.652000,Japan,JP,Shutdown,PWR,WH 4LP,1972-12-08,1979-12-05,2018-03-01,1120,2019-06-02T20:19:18+03:00,WNA/IAEA,343
500,Ohi-3,35.544000,135.652000,Japan,JP,Operational,PWR,M (4-loop),1987-10-03,1991-12-18,,1127,2015-05-24T04:51:30+03:00,WNA/IAEA,378
501,Ohi-4,35.544000,135.652000,Japan,JP,Operational,PWR,M (4-loop),1988-06-13,1993-02-02,,1127,2015-05-24T04:51:30+03:00,WNA/IAEA,379
502,Ohma,41.507000,140.909000,Japan,JP,Under Construction,BWR,ABWR,2010-05-07,,,1328,2017-02-10T23:59:23+02:00,WNA/IAEA,867
503,Oldbury-A1,51.649000,-2.567000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1967-12-31,2012-02-29,300,2015-05-24T04:51:11+03:00,WNA/IAEA,237
504,Oldbury-A2,51.649000,-2.567000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1968-09-30,2011-06-30,300,2015-05-24T04:51:12+03:00,WNA/IAEA,238
505,Olkiluoto-1,61.235000,21.444000,Finland,FI,Operational,BWR,"AA-III, BWR-2500",1974-02-01,1979-10-10,,660,2018-03-10T14:51:29+02:00,WNA/IAEA,159
506,Olkiluoto-2,61.235000,21.444000,Finland,FI,Operational,BWR,"AA-III, BWR-2500",1975-11-01,1982-07-10,,660,2018-03-10T14:51:33+02:00,WNA/IAEA,160
507,Olkiluoto-3,61.234000,21.435000,Finland,FI,Operational,PWR,EPR,2005-08-12,2023-05-01,,1600,2024-03-03T20:43:43+02:00,WNA/IAEA,860
508,Olkiluoto-4,61.234352,21.436287,Finland,FI,Planned,,,,,,,,WNA,
509,Onagawa-1,38.400000,141.504000,Japan,JP,Shutdown,BWR,BWR-4,1980-07-08,1984-06-01,2018-12-21,498,2021-02-14T03:47:53+02:00,WNA/IAEA,347
510,Onagawa-2,38.400000,141.504000,Japan,JP,Suspended Operation,BWR,BWR-5,1991-04-12,1995-07-28,,796,2023-08-28T08:01:45+03:00,WNA/IAEA,382
511,Onagawa-3,38.400000,141.504000,Japan,JP,Suspended Operation,BWR,BWR-5,1998-01-23,2002-01-30,,796,2022-12-30T02:21:21+02:00,WNA/IAEA,385
512,Oskarshamn-1,57.415000,16.666000,Sweden,SE,Shutdown,BWR,AA-I,1966-08-01,1972-02-06,2017-06-19,440,2018-03-10T14:51:55+02:00,WNA/IAEA,534
513,Oskarshamn-2,57.415000,16.666000,Sweden,SE,Shutdown,BWR,AA-II,1969-09-01,1975-01-01,2016-12-22,580,2018-03-10T14:51:56+02:00,WNA/IAEA,535
514,Oskarshamn-3,57.415000,16.666000,Sweden,SE,Operational,BWR,"AA-IV, BWR-3000",1980-05-01,1985-08-15,,1050,2018-03-10T14:51:50+02:00,WNA/IAEA,531
515,Oyster Creek,39.815000,-74.208000,United States,US,Shutdown,BWR,BWR-2 (Mark 1),1964-12-15,1969-12-01,2018-09-17,650,2018-10-13T22:30:27+03:00,WNA/IAEA,606
516,Paks-1,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,1974-08-01,1983-08-10,,408,2015-05-24T04:51:21+03:00,WNA/IAEA,278
517,Paks-2,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,1974-08-01,1984-11-14,,410,2015-05-24T04:51:21+03:00,WNA/IAEA,279
518,Paks-3,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1986-12-01,,410,2015-05-24T04:51:21+03:00,WNA/IAEA,280
519,Paks-4,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1987-11-01,,410,2015-05-24T04:51:21+03:00,WNA/IAEA,281
520,Palisades,42.323000,-86.316000,United States,US,Shutdown,PWR,CE 2LP (DRYAMB),1967-03-12,,2022-05-20,805,2022-09-24T22:33:57+03:00,WNA/IAEA,616
521,Palo Verde-1,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),1976-05-25,1986-01-28,,1221,2017-02-10T23:59:21+02:00,WNA/IAEA,789
522,Palo Verde-2,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),1976-06-01,1986-09-19,,1304,2017-02-10T23:59:22+02:00,WNA/IAEA,790
523,Palo Verde-3,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),1976-06-01,1988-01-08,,1304,2017-02-10T23:59:23+02:00,WNA/IAEA,791
524,Paluel-1,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,1977-08-15,1985-12-01,,1330,2015-05-24T04:50:57+03:00,WNA/IAEA,191
525,Paluel-2,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,1978-01-01,1985-12-01,,1330,2015-05-24T04:50:57+03:00,WNA/IAEA,192
526,Paluel-3,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,1979-02-01,1986-02-01,,1330,2015-05-24T04:50:58+03:00,WNA/IAEA,193
527,Paluel-4,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,1980-02-01,1986-06-01,,1330,2015-05-24T04:50:58+03:00,WNA/IAEA,194
528,Pathfinder,43.603000,-96.636000,United States,US,Shutdown,BWR,Prototype,1959-01-01,1966-08-01,1967-10-01,59,2017-02-10T23:57:35+02:00,WNA/IAEA,598
529,Peach Bottom-1,39.759000,-76.270000,United States,US,Shutdown,HTGR,,1962-02-01,1967-06-01,1974-11-01,40,2015-05-24T04:51:41+03:00,WNA/IAEA,603
530,Peach Bottom-2,39.759000,-76.270000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-01-31,1974-07-05,,1065,2015-05-24T04:51:42+03:00,WNA/IAEA,629
531,Peach Bottom-3,39.759000,-76.270000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-01-31,1974-12-23,,1065,2015-05-24T04:51:42+03:00,WNA/IAEA,630
532,Pengze-1,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
533,Pengze-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
534,Penly-1,49.975000,1.215000,France,FR,Operational,PWR,P4 REP 1300,1982-09-01,1990-12-01,,1330,2015-05-24T04:51:05+03:00,WNA/IAEA,221
535,Penly-2,49.975000,1.215000,France,FR,Operational,PWR,P4 REP 1300,1984-08-01,1992-11-01,,1330,2015-05-24T04:51:05+03:00,WNA/IAEA,222
536,Penly-3,49.977611,1.214090,France,FR,Planned,PWR,,,,,,,WNA,
537,Perry-1,41.801000,-81.147000,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-10-01,1987-11-18,,1205,2015-05-24T04:51:49+03:00,WNA/IAEA,725
538,Phenix,44.142000,4.712000,France,FR,Shutdown,FBR,PH-250,1968-11-01,1974-07-14,2010-02-01,233,2015-05-24T04:50:50+03:00,WNA/IAEA,162
539,Philippsburg-1,49.253000,8.432000,Germany,DE,Shutdown,BWR,BWR-69,1970-10-01,1980-03-26,2011-08-06,864,2015-05-24T04:50:42+03:00,WNA/IAEA,87
540,Philippsburg-2,49.253000,8.432000,Germany,DE,Shutdown,PWR,PWR,1977-07-07,1985-04-18,2019-12-31,1268,2020-04-18T04:46:52+03:00,WNA/IAEA,98
541,Pickering-1,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500A,1966-06-01,1971-07-29,,508,2015-05-24T04:50:33+03:00,WNA/IAEA,49
542,Pickering-2,43.812000,-79.070000,Canada,CA,Shutdown,PHWR,CANDU 500A,1966-09-01,1971-12-30,2007-05-28,508,2015-05-24T04:50:36+03:00,WNA/IAEA,50
543,Pickering-3,43.812000,-79.070000,Canada,CA,Shutdown,PHWR,CANDU 500A,1967-12-01,1972-06-01,2008-10-31,508,2015-05-24T04:50:36+03:00,WNA/IAEA,51
544,Pickering-4,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500A,1968-05-01,1973-06-17,,508,2015-05-24T04:50:37+03:00,WNA/IAEA,52
545,Pickering-5,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,1974-11-01,1983-05-10,,516,2015-05-24T04:50:22+03:00,WNA/IAEA,33
546,Pickering-6,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,1975-10-01,1984-02-01,,516,2015-05-24T04:50:22+03:00,WNA/IAEA,34
547,Pickering-7,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,1976-03-01,1985-01-01,,516,2015-05-24T04:50:23+03:00,WNA/IAEA,35
548,Pickering-8,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,1976-09-01,1986-02-28,,516,2015-05-24T04:50:23+03:00,WNA/IAEA,36
549,Pilgrim-1,41.945000,-70.578000,United States,US,Shutdown,BWR,BWR-3 (Mark 1),1968-08-26,1972-12-01,2019-05-31,655,2019-11-22,WNA/IAEA,639
550,Piqua,40.132222,-84.234722,United States,US,Shutdown,OCR,OCM (Organically Cooled and Moderated Reactor),1960-01-01,1963-11-01,1966-01-01,11,2015-05-24T04:54:13+03:00,IAEA,894
551,Point Beach-1,44.282000,-87.534000,United States,US,Operational,PWR,WH 2LP (DRYAMB),1967-07-19,1970-12-21,,497,2017-02-10T23:58:03+02:00,WNA/IAEA,622
552,Point Beach-2,44.282000,-87.534000,United States,US,Operational,PWR,WH 2LP (DRYAMB),1968-07-25,1972-10-01,,497,2017-02-10T23:58:22+02:00,WNA/IAEA,644
553,Point Lepreau,45.068000,-66.455000,Canada,CA,Operational,PHWR,CANDU 6,1975-05-01,1983-02-01,,660,2015-05-24T04:50:23+03:00,WNA/IAEA,37
554,Point Lepreau 2,45.068000,-66.454600,Canada,CA,Planned,,,,,,,,WNA,
555,Prairie Island-1,44.622000,-92.631000,United States,US,Operational,PWR,WH 2LP (DRYAMB),1968-06-25,1973-12-16,,530,2017-02-10T23:58:12+02:00,WNA/IAEA,633
556,Prairie Island-2,44.622000,-92.631000,United States,US,Operational,PWR,WH 2LP (DRYAMB),1969-06-25,1974-12-21,,530,2017-02-10T23:58:28+02:00,WNA/IAEA,648
557,Qinshan-1,30.440000,120.950000,China,CN,Operational,PWR,CNP-300,1985-03-20,1994-04-01,,289,2023-08-28T08:01:45+03:00,WNA/IAEA,62
558,Qinshan-2-1 (Qinshan 2),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,1996-06-02,2002-04-15,,610,2015-05-24T04:50:40+03:00,WNA/IAEA,65
559,Qinshan-2-2 (Qinshan 3),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,1997-04-01,2004-05-03,,610,2015-05-24T04:50:40+03:00,WNA/IAEA,66
560,Qinshan-2-3 (Qinshan 4),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,2006-04-28,2010-10-05,,619,2015-05-24T04:51:51+03:00,WNA/IAEA,876
561,Qinshan-2-4 (Qinshan 5),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,2007-01-28,2011-12-30,,619,2015-05-24T04:51:51+03:00,WNA/IAEA,877
562,Qinshan-3-1 (Qinshan 6),30.440000,120.950000,China,CN,Operational,PHWR,CANDU 6,1998-06-08,2002-12-31,,677,2015-05-24T04:50:40+03:00,WNA/IAEA,69
563,Qinshan-3-2 (Qinshan 7),30.440000,120.950000,China,CN,Operational,PHWR,CANDU 6,1998-09-25,2003-07-24,,677,2015-05-24T04:51:50+03:00,WNA/IAEA,840
564,Quad Cities-1,41.727000,-90.308000,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-02-18,,789,2015-05-24T04:51:41+03:00,WNA/IAEA,615
565,Quad Cities-2,41.727000,-90.308000,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-03-10,,789,2015-05-24T04:51:42+03:00,WNA/IAEA,621
566,R. E. Ginna,43.279000,-77.311000,United States,US,Operational,PWR,WH 2LP (DRYAMB),1966-04-25,1970-07-01,,470,2017-02-10T23:57:51+02:00,WNA/IAEA,609
567,Rajasthan-1,24.876000,75.608000,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,1965-08-01,1973-12-16,,207,2022-09-24T22:33:57+03:00,WNA/IAEA,302
568,Rajasthan-2,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1968-04-01,1981-04-01,,207,2015-05-24T04:54:06+03:00,WNA/IAEA,303
569,Rajasthan-3,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-02-01,2000-06-01,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,287
570,Rajasthan-4,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-10-01,2000-12-23,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,288
571,Rajasthan-5,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-09-18,2010-02-04,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,295
572,Rajasthan-6,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2003-01-20,2010-03-31,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,297
573,Rajasthan-7,24.876000,75.608000,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2011-07-18,,,630,2015-05-24T04:54:06+03:00,WNA/IAEA,298
574,Rajasthan-8,24.876000,75.608000,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2011-09-30,,,630,2015-05-24T04:54:06+03:00,WNA/IAEA,299
575,Rancho Seco-1,38.345000,-121.120000,United States,US,Shutdown,PWR,PWR,1969-04-01,1975-04-17,1989-06-07,918,2022-04-21T20:26:19+03:00,WNA/IAEA,651
576,Rheinsberg,53.147000,12.991000,Germany,DE,Shutdown,PWR,VVER-70,1960-01-01,1966-10-11,1990-06-01,62,2015-05-24T04:50:47+03:00,WNA/IAEA,122
577,Ringhals-1,57.259000,12.111000,Sweden,SE,Shutdown,BWR,AA-I,1969-02-01,1976-01-01,2020-12-31,881,2021-02-14T03:47:53+02:00,WNA/IAEA,536
578,Ringhals-2,57.259000,12.111000,Sweden,SE,Shutdown,PWR,WH 3LP,1970-10-01,1975-05-01,2019-12-31,820,2020-04-18T04:46:52+03:00,WNA/IAEA,537
579,Ringhals-3,57.259000,12.111000,Sweden,SE,Operational,PWR,WH 3LP,1972-09-01,1981-09-09,,915,2023-08-28T08:01:45+03:00,WNA/IAEA,539
580,Ringhals-4,57.259000,12.111000,Sweden,SE,Operational,PWR,WH 3LP,1973-11-01,1983-11-21,,1130,2021-04-20T02:47:37+03:00,WNA/IAEA,529
581,River Bend-1,30.727000,-91.372000,United States,US,Operational,BWR,BWR-6 (Mark 3),1977-03-25,1986-06-16,,966,2015-05-24T04:51:49+03:00,WNA/IAEA,739
582,Rolphton NPD,46.201000,-77.705000,Canada,CA,Shutdown,PHWR,CANDU,1958-01-01,1962-10-01,1987-08-01,17,2015-05-24T04:50:20+03:00,WNA/IAEA,29
583,Rostov-1 (Volgodonsk-1),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,1981-09-01,2001-12-25,,950,2015-05-24T04:51:35+03:00,WNA/IAEA,502
584,Rostov-2 (Volgodonsk-2),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,1983-05-01,2010-12-10,,950,2015-05-24T04:51:35+03:00,WNA/IAEA,505
585,Rostov-3 (Volgodonsk-3),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,2009-09-15,2015-09-17,,950,2017-02-10T23:57:13+02:00,WNA/IAEA,506
586,Rostov-4 (Volgodonsk-4),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,2010-06-16,2018-09-28,,950,2019-06-02T20:19:20+03:00,WNA/IAEA,507
587,Rivne-1,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-213,1973-08-01,1981-09-22,,361,2023-08-28T08:51:40+03:00,WNA/IAEA,570
588,Rivne-2,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-213,1973-10-01,1982-07-29,,384,2023-08-28T08:51:40+03:00,WNA/IAEA,571
589,Rivne-3,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-320,1980-02-01,1987-05-16,,950,2023-08-28T08:51:40+03:00,WNA/IAEA,572
590,Rivne-4,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-320,1986-08-01,2006-04-06,,950,2023-08-28T08:51:40+03:00,WNA/IAEA,589
591,Salem-1,39.463000,-75.534000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-09-25,1977-06-30,,1090,2017-02-10T23:58:08+02:00,WNA/IAEA,627
592,Salem-2,39.463000,-75.534000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-09-25,1981-10-13,,1115,2017-02-10T23:58:29+02:00,WNA/IAEA,650
593,San Onofre-1,33.368000,-117.556000,United States,US,Shutdown,PWR,PWR,1964-05-01,1968-01-01,1992-11-30,436,2022-04-21T20:26:19+03:00,WNA/IAEA,604
594,San Onofre-2,33.368000,-117.556000,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1983-08-08,2013-06-07,1070,2015-05-24T04:54:11+03:00,WNA/IAEA,683
595,San Onofre-3,33.368000,-117.556000,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1984-04-01,2013-06-07,1070,2015-05-24T04:54:11+03:00,WNA/IAEA,684
596,Sanmen-1,29.101000,121.642000,China,CN,Operational,PWR,AP-1000,2009-04-19,2018-09-21,,1157,2018-10-13T22:30:42+03:00,WNA/IAEA,879
597,Sanmen-2,29.101000,121.642000,China,CN,Operational,PWR,AP-1000,2009-12-15,2018-11-05,,1157,2019-06-02T20:19:24+03:00,WNA/IAEA,880
598,Sanmen-3,29.101111,121.651944,China,CN,Under Construction,PWR,CAP1000,2022-06-28,,,1163,2022-09-24T22:33:57+03:00,WNA/IAEA,995
599,Sanmen-4,29.101111,121.656944,China,CN,Under Construction,PWR,CAP1000,2023-03-22,,,1163,2023-08-28T08:01:45+03:00,WNA/IAEA,996
600,Sanming-1,,,China,CN,Planned,FBR,,,,,,,WNA,
601,Sanming-2,,,China,CN,Planned,FBR,,,,,,,WNA,
602,Santa Maria de Garona,42.775000,-3.205000,Spain,ES,Shutdown,BWR,BWR-3,1966-09-01,1971-05-11,2017-08-02,440,2017-09-25T03:19:35+03:00,WNA/IAEA,149
603,Saxton,40.226944,-78.241944,United States,US,Shutdown,PWR,25,1960-01-01,,1972-05-01,3,2022-04-21T20:26:19+03:00,IAEA,892
604,Seabrook-1,42.897000,-70.849000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1976-07-07,1990-08-19,,1149,2017-02-10T23:59:16+02:00,WNA/IAEA,727
605,Sendai-1,31.834000,130.193000,Japan,JP,Operational,PWR,M (3-loop),1979-12-15,1984-07-04,,846,2015-05-24T04:51:28+03:00,WNA/IAEA,353
606,Sendai-2,31.834000,130.193000,Japan,JP,Operational,PWR,M (3-loop),1981-10-12,1985-11-28,,846,2015-05-24T04:51:29+03:00,WNA/IAEA,363
607,Sendai-3,,,Japan,JP,Planned,APWR,,,,,,,WNA,
608,Sequoyah-1,35.228000,-85.094000,United States,US,Operational,PWR,WH 4LP (ICECND),1970-05-27,1981-07-01,,1148,2017-02-10T23:58:40+02:00,WNA/IAEA,663
609,Sequoyah-2,35.228000,-85.094000,United States,US,Operational,PWR,WH 4LP (ICECND),1970-05-27,1982-06-01,,1148,2017-02-10T23:58:43+02:00,WNA/IAEA,664
610,Shanwei-1,,,China,CN,Planned,PWR,,,,,,,WNA,
611,Shaoguan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
612,Shaoguan-2,,,China,CN,Planned,PWR,,,,,,,WNA,
613,Shaoguan-3,,,China,CN,Planned,PWR,,,,,,,WNA,
614,Shaoguan-4,,,China,CN,Planned,PWR,,,,,,,WNA,
615,Shearon Harris-1,35.635000,-78.955000,United States,US,Operational,PWR,WH 3LP (DRYAMB),1978-01-28,1987-05-02,,900,2017-02-10T23:58:59+02:00,WNA/IAEA,704
616,Shidao Bay-1,36.979167,122.530556,China,CN,Operational,HTGR,HTR-PM,2012-12-09,2023-12-06,,200,2024-03-03T20:43:43+02:00,IAEA/wikipedia,957
617,Shika-1,37.061000,136.728000,Japan,JP,Suspended Operation,BWR,BWR-5,1989-07-01,1993-07-30,,505,2022-12-30T02:24:37+02:00,WNA/IAEA,375
618,Shika-2,37.061000,136.728000,Japan,JP,Suspended Operation,BWR,ABWR,2001-08-20,2006-03-15,,1304,2022-12-30T02:24:37+02:00,WNA/IAEA,842
619,Shimane-1,35.537000,132.999000,Japan,JP,Shutdown,BWR,BWR-3,1970-07-02,1974-03-29,2015-04-30,439,2015-05-24T04:51:30+03:00,WNA/IAEA,387
620,Shimane-2,35.537000,132.999000,Japan,JP,Suspended Operation,BWR,BWR-5,1985-02-02,1989-02-10,,789,2023-08-28T08:01:45+03:00,WNA/IAEA,368
621,Shimane-3,35.537000,132.999000,Japan,JP,Under Construction,BWR,ABWR,2006-10-24,,,1325,2021-02-14T03:47:53+02:00,WNA/IAEA,862
622,Shin-Wolsong-1,35.722000,129.479000,South Korea,KR,Operational,PWR,OPR-1000,2007-11-20,2012-07-31,,950,2022-04-21T20:26:19+03:00,WNA/IAEA,883
623,Shin-Wolsong-2,35.722000,129.479000,South Korea,KR,Operational,PWR,OPR-1000,2008-09-23,2015-07-24,,950,2022-04-21T20:26:19+03:00,WNA/IAEA,884
624,Shin-Hanul-1,37.083889,129.391667,South Korea,KR,Operational,PWR,APR-1400,2012-07-10,2022-12-07,,1340,2022-12-30T00:57:40+02:00,IAEA,887
625,Shin-Hanul-2,37.083889,129.391667,South Korea,KR,Operational,PWR,APR-1400,2013-06-19,,,1340,2024-03-03T20:43:43+02:00,IAEA,888
626,Shin-Kori-1,35.327000,129.302000,South Korea,KR,Operational,PWR,OPR-1000,2006-06-16,2011-02-28,,998,2022-04-21T20:26:19+03:00,WNA/IAEA,864
